id,leaf_length_cm,leaf_width_cm,color_score,species,tree_type
3091,6.494,2.99,0.645,Birch,Deciduous
3092,6.167,2.161,0.351,Cedar,Coniferous
3093,6.206,2.318,0.407,Spruce,Coniferous
3094,9.072,7.417,0.672,Oak,Deciduous
3095,8.697,4.444,0.673,Maple,Deciduous
3096,12.395,4.609,0.697,Willow,Deciduous
3097,4.668,2.094,0.335,Cedar,Coniferous
3098,11.44,3.264,0.716,Willow,Deciduous
3099,13.023,6.023,0.757,Oak,Deciduous
3100,11.626,6.365,0.787,Oak,Deciduous
3101,4.851,3.03,0.426,Pine,Coniferous
3102,7.987,3.414,0.541,Birch,Deciduous
3103,5.874,1.717,0.349,Cedar,Coniferous
3104,10.991,3.987,0.613,Ash,Deciduous
3105,6.255,2.762,0.628,Cherry,Deciduous
3106,5.282,2.384,0.359,Cedar,Coniferous
3107,11.548,4.556,0.782,Oak,Deciduous
3108,6.045,2.565,0.652,Cherry,Deciduous
3109,10.072,4.935,0.546,Poplar,Deciduous
3110,8.137,4.275,0.597,Maple,Deciduous
3111,4.928,2.478,0.759,Cherry,Deciduous
3112,4.85,1.874,0.33,Cedar,Coniferous
3113,12.125,3.659,0.661,Poplar,Deciduous
3114,8.52,3.615,0.672,Maple,Deciduous
3115,11.742,3.724,0.595,Willow,Deciduous
3116,7.171,4.76,0.817,Ash,Deciduous
3117,9.43,5.987,0.749,Oak,Deciduous
3118,4.323,3.228,0.641,Birch,Deciduous
3119,7.797,2.882,0.549,Birch,Deciduous
3120,5.077,2.094,0.321,Cedar,Coniferous
3121,10.704,5.725,0.758,Ash,Deciduous
3122,10.143,4.217,0.62,Willow,Deciduous
3123,6.424,2.468,0.376,Spruce,Coniferous
3124,5.904,3.026,0.38,Cedar,Coniferous
3125,10.652,4.897,0.721,Oak,Deciduous
3126,10.876,3.022,0.634,Willow,Deciduous
3127,5.269,2.692,0.354,Cedar,Coniferous
3128,11.438,3.42,0.659,Ash,Deciduous
3129,8.433,3.081,0.649,Maple,Deciduous
3130,12.182,4.902,0.746,Ash,Deciduous
3131,10.439,5.112,0.799,Ash,Deciduous
3132,7.188,2.957,0.328,Spruce,Coniferous
3133,4.926,2.483,0.359,Cedar,Coniferous
3134,8.079,3.188,0.658,Cherry,Deciduous
3135,8.818,4.153,0.536,Poplar,Deciduous
3136,9.854,5.657,0.671,Ash,Deciduous
3137,5.7,2.109,0.321,Cedar,Coniferous
3138,10.773,4.498,0.557,Maple,Deciduous
3139,9.97,3.727,0.711,Poplar,Deciduous
3140,9.359,4.471,0.67,Maple,Deciduous
3141,7.293,2.02,0.337,Pine,Coniferous
3142,12.841,6.391,0.872,Oak,Deciduous
3143,11.054,5.276,0.638,Ash,Deciduous
3144,10.35,3.23,0.593,Willow,Deciduous
3145,9.948,2.828,0.629,Willow,Deciduous
3146,4.33,3.601,0.501,Birch,Deciduous
3147,11.81,2.765,0.677,Willow,Deciduous
3148,7.212,2.278,0.409,Pine,Coniferous
3149,11.975,3.818,0.69,Willow,Deciduous
3150,10.611,4.262,0.585,Poplar,Deciduous
3151,8.663,2.313,0.571,Birch,Deciduous
3152,11.181,2.834,0.632,Willow,Deciduous
3153,7.055,1.693,0.356,Pine,Coniferous
3154,5.914,2.726,0.375,Spruce,Coniferous
3155,8.56,4.373,0.611,Maple,Deciduous
3156,5.654,2.709,0.619,Cherry,Deciduous
3157,8.314,3.259,0.526,Birch,Deciduous
3158,4.793,3.146,0.354,Cedar,Coniferous
3159,7.196,5.05,0.543,Maple,Deciduous
3160,4.763,2.173,0.403,Spruce,Coniferous
3161,7.795,3.511,0.762,Cherry,Deciduous
3162,13.083,4.805,0.742,Ash,Deciduous
3163,11.548,3.623,0.611,Willow,Deciduous
3164,5.385,3.473,0.665,Cherry,Deciduous
3165,12.101,5.685,0.72,Oak,Deciduous
3166,5.28,2.728,0.31,Cedar,Coniferous
3167,7.18,3.698,0.663,Poplar,Deciduous
3168,5.823,2.524,0.454,Cedar,Coniferous
3169,12.415,6.011,0.78,Oak,Deciduous
3170,8.193,2.541,0.549,Birch,Deciduous
3171,5.395,3.614,0.31,Spruce,Coniferous
3172,7.069,2.503,0.708,Cherry,Deciduous
3173,7.519,3.445,0.638,Maple,Deciduous
3174,12.147,5.501,0.739,Oak,Deciduous
3175,5.055,2.439,0.374,Pine,Coniferous
3176,8.595,4.387,0.597,Poplar,Deciduous
3177,5.37,2.474,0.425,Cedar,Coniferous
3178,14.947,6.52,0.698,Oak,Deciduous
3179,8.632,4.285,0.625,Poplar,Deciduous
3180,9.96,4.412,0.474,Maple,Deciduous
3181,7.342,2.073,0.542,Birch,Deciduous
3182,11.69,2.781,0.661,Willow,Deciduous
3183,7.978,4.591,0.575,Poplar,Deciduous
3184,5.655,3.213,0.332,Spruce,Coniferous
3185,13.187,5.284,0.875,Oak,Deciduous
3186,8.413,4.303,0.538,Maple,Deciduous
3187,10.893,4.493,0.703,Ash,Deciduous
3188,10.232,4.507,0.568,Poplar,Deciduous
3189,6.117,2.323,0.362,Cedar,Coniferous
3190,10.773,5.652,0.658,Oak,Deciduous
3191,6.059,2.346,0.31,Cedar,Coniferous
3192,10.938,4.004,0.617,Maple,Deciduous
3193,5.445,1.761,0.408,Cedar,Coniferous
3194,9.844,2.848,0.566,Birch,Deciduous
3195,10.556,4.28,0.55,Maple,Deciduous
3196,11.206,3.273,0.643,Maple,Deciduous
3197,9.071,5.522,0.692,Ash,Deciduous
3198,5.207,2.733,0.305,Pine,Coniferous
3199,8.784,3.305,0.657,Willow,Deciduous
3200,6.893,2.711,0.677,Cherry,Deciduous
3201,9.863,6.219,0.758,Ash,Deciduous
3202,11.784,5.109,0.696,Ash,Deciduous
3203,8.475,3.38,0.623,Willow,Deciduous
3204,12.78,4.246,0.693,Willow,Deciduous
3205,10.809,3.729,0.623,Willow,Deciduous
3206,6.872,4.892,0.559,Maple,Deciduous
3207,11.562,5.96,0.716,Oak,Deciduous
3208,10.103,2.934,0.634,Maple,Deciduous
3209,9.383,3.515,0.582,Maple,Deciduous
3210,10.892,3.085,0.563,Willow,Deciduous
3211,10.851,3.553,0.546,Maple,Deciduous
3212,10.323,5.731,0.667,Ash,Deciduous
3213,14.053,6.597,0.712,Oak,Deciduous
3214,11.293,2.749,0.632,Willow,Deciduous
3215,10.772,4.53,0.738,Ash,Deciduous
3216,9.581,6.485,0.739,Oak,Deciduous
3217,5.899,3.255,0.735,Cherry,Deciduous
3218,14.467,6.274,0.775,Oak,Deciduous
3219,6.898,2.696,0.744,Cherry,Deciduous
3220,5.088,3.212,0.335,Cedar,Coniferous
3221,6.391,3.045,0.631,Cherry,Deciduous
3222,10.514,4.577,0.746,Oak,Deciduous
3223,9.572,3.946,0.725,Poplar,Deciduous
3224,9.144,5.762,0.681,Ash,Deciduous
3225,5.586,3.105,0.529,Birch,Deciduous
3226,7.629,2.735,0.478,Birch,Deciduous
3227,5.957,2.783,0.655,Cherry,Deciduous
3228,9.572,4.799,0.639,Willow,Deciduous
3229,9.388,3.695,0.589,Maple,Deciduous
3230,6.991,2.672,0.401,Pine,Coniferous
3231,5.43,1.498,0.365,Cedar,Coniferous
3232,11.593,3.297,0.644,Willow,Deciduous
3233,5.53,2.602,0.421,Spruce,Coniferous
3234,9.774,4.458,0.62,Poplar,Deciduous
3235,7.649,2.251,0.569,Birch,Deciduous
3236,8.783,3.885,0.62,Maple,Deciduous
3237,8.474,5.033,0.678,Poplar,Deciduous
3238,12.114,6.825,0.796,Oak,Deciduous
3239,8.048,4.565,0.731,Ash,Deciduous
3240,8.133,4.108,0.479,Poplar,Deciduous
3241,7.01,2.146,0.367,Pine,Coniferous
3242,11.866,4.781,0.825,Oak,Deciduous
3243,9.463,3.982,0.691,Ash,Deciduous
3244,10.636,7.085,0.772,Oak,Deciduous
3245,10.819,3.663,0.66,Willow,Deciduous
3246,10.213,5.731,0.782,Oak,Deciduous
3247,5.618,2.096,0.393,Cedar,Coniferous
3248,10.48,3.37,0.708,Willow,Deciduous
3249,12.606,5.32,0.767,Oak,Deciduous
3250,5.084,1.495,0.417,Spruce,Coniferous
3251,11.746,2.884,0.596,Willow,Deciduous
3252,6.266,2.32,0.303,Cedar,Coniferous
3253,12.581,3.799,0.636,Willow,Deciduous
3254,10.253,3.651,0.662,Willow,Deciduous
3255,4.675,2.298,0.376,Cedar,Coniferous
3256,6.687,2.362,0.346,Spruce,Coniferous
3257,7.932,1.911,0.424,Birch,Deciduous
3258,8.01,2.487,0.528,Birch,Deciduous
3259,11.143,4.939,0.673,Ash,Deciduous
3260,5.917,2.389,0.427,Cedar,Coniferous
3261,12.471,4.894,0.771,Oak,Deciduous
3262,10.362,2.861,0.605,Willow,Deciduous
3263,8.186,3.981,0.605,Poplar,Deciduous
3264,8.468,3.081,0.603,Birch,Deciduous
3265,8.349,4.628,0.613,Maple,Deciduous
3266,11.557,5.662,0.775,Ash,Deciduous
3267,6.075,2.588,0.425,Spruce,Coniferous
3268,10.845,5.676,0.697,Ash,Deciduous
3269,6.522,2.59,0.391,Pine,Coniferous
3270,6.425,2.649,0.802,Cherry,Deciduous
3271,7.495,4.369,0.619,Maple,Deciduous
3272,8.272,3.025,0.628,Birch,Deciduous
3273,9.042,2.843,0.647,Willow,Deciduous
3274,6.339,2.467,0.368,Spruce,Coniferous
3275,13.534,5.022,0.722,Ash,Deciduous
3276,10.597,3.661,0.613,Willow,Deciduous
3277,7.286,1.948,0.541,Birch,Deciduous
3278,6.417,3.001,0.716,Cherry,Deciduous
3279,13.019,5.923,0.766,Oak,Deciduous
3280,10.935,3.357,0.574,Maple,Deciduous
3281,3.721,2.204,0.441,Pine,Coniferous
3282,5.945,2.736,0.645,Cherry,Deciduous
3283,5.637,1.692,0.335,Cedar,Coniferous
3284,5.436,2.216,0.362,Spruce,Coniferous
3285,10.493,3.693,0.663,Poplar,Deciduous
3286,6.009,2.946,0.674,Cherry,Deciduous
3287,8.101,2.55,0.638,Cherry,Deciduous
3288,9.177,3.244,0.475,Birch,Deciduous
3289,10.714,5.565,0.751,Oak,Deciduous
3290,10.231,3.978,0.501,Poplar,Deciduous
3291,11.407,5.953,0.68,Ash,Deciduous
3292,11.071,4.954,0.583,Poplar,Deciduous
3293,6.517,2.013,0.379,Pine,Coniferous
3294,5.601,1.153,0.335,Cedar,Coniferous
3295,11.066,5.55,0.769,Oak,Deciduous
3296,12.493,5.719,0.77,Oak,Deciduous
3297,5.815,2.572,0.702,Cherry,Deciduous
3298,6.498,2.775,0.377,Pine,Coniferous
3299,13.067,6.853,0.824,Oak,Deciduous
3300,10.061,4.854,0.597,Maple,Deciduous
3301,4.084,2.03,0.339,Pine,Coniferous
3302,9.639,4.21,0.667,Poplar,Deciduous
3303,9.764,4.966,0.713,Ash,Deciduous
3304,6.215,1.763,0.312,Spruce,Coniferous
3305,7.699,2.521,0.449,Pine,Coniferous
3306,11.219,3.861,0.613,Poplar,Deciduous
3307,10.839,3.996,0.602,Willow,Deciduous
3308,9.644,5.085,0.646,Poplar,Deciduous
3309,8.666,4.97,0.716,Ash,Deciduous
3310,5.162,2.751,0.668,Cherry,Deciduous
3311,7.743,3.385,0.529,Birch,Deciduous
3312,6.792,2.87,0.552,Birch,Deciduous
3313,4.328,2.427,0.371,Pine,Coniferous
3314,8.663,4.275,0.646,Poplar,Deciduous
3315,6.766,1.934,0.356,Cedar,Coniferous
3316,6.378,2.463,0.336,Spruce,Coniferous
3317,6.569,3.522,0.686,Cherry,Deciduous
3318,9.836,3.542,0.604,Maple,Deciduous
3319,8.988,4.173,0.628,Ash,Deciduous
3320,5.626,2.663,0.371,Spruce,Coniferous
3321,14.747,7.436,0.77,Oak,Deciduous
3322,6.922,2.576,0.586,Birch,Deciduous
3323,7.737,3.013,0.647,Cherry,Deciduous
3324,6.281,3.046,0.505,Birch,Deciduous
3325,8.879,5.112,0.626,Poplar,Deciduous
3326,13.035,6.231,0.69,Oak,Deciduous
3327,6.12,2.717,0.448,Spruce,Coniferous
3328,5.261,1.912,0.377,Cedar,Coniferous
3329,8.54,6.13,0.671,Ash,Deciduous
3330,6.28,3.163,0.504,Birch,Deciduous
3331,6.549,2.287,0.423,Pine,Coniferous
3332,9.953,3.81,0.619,Maple,Deciduous
3333,9.711,2.864,0.534,Maple,Deciduous
3334,9.552,4.533,0.503,Poplar,Deciduous
3335,10.271,4.556,0.663,Ash,Deciduous
3336,6.397,2.58,0.367,Spruce,Coniferous
3337,7.469,2.852,0.344,Pine,Coniferous
3338,4.681,3.528,0.702,Cherry,Deciduous
3339,8.433,3.69,0.653,Poplar,Deciduous
3340,8.363,4.817,0.687,Poplar,Deciduous
3341,4.595,2.321,0.4,Pine,Coniferous
3342,7.534,3.212,0.576,Birch,Deciduous
3343,11.034,4.408,0.568,Maple,Deciduous
3344,8.253,3.311,0.54,Maple,Deciduous
3345,11.762,4.757,0.753,Ash,Deciduous
3346,6.522,2.915,0.532,Birch,Deciduous
3347,9.622,4.769,0.577,Poplar,Deciduous
3348,5.582,2.552,0.38,Cedar,Coniferous
3349,11.748,2.945,0.681,Willow,Deciduous
3350,7.495,2.573,0.662,Cherry,Deciduous
3351,10.042,4.55,0.613,Poplar,Deciduous
3352,12.729,3.695,0.657,Willow,Deciduous
3353,5.948,3.764,0.554,Birch,Deciduous
3354,6.442,2.898,0.317,Pine,Coniferous
3355,7.274,4.523,0.676,Ash,Deciduous
3356,11.378,4.266,0.661,Poplar,Deciduous
3357,11.648,5.668,0.663,Oak,Deciduous
3358,10.163,3.18,0.659,Maple,Deciduous
3359,6.267,2.86,0.355,Cedar,Coniferous
3360,12.313,6.079,0.82,Oak,Deciduous
3361,11.04,4.732,0.657,Willow,Deciduous
3362,5.012,3.335,0.383,Spruce,Coniferous
3363,10.436,5.024,0.573,Poplar,Deciduous
3364,7.895,2.102,0.61,Birch,Deciduous
3365,11.193,3.605,0.656,Willow,Deciduous
3366,13.006,4.026,0.623,Willow,Deciduous
3367,8.215,4.3,0.547,Maple,Deciduous
3368,5.483,4.138,0.55,Birch,Deciduous
3369,9.151,3.454,0.607,Willow,Deciduous
3370,10.801,6.148,0.746,Ash,Deciduous
3371,9.857,3.558,0.614,Poplar,Deciduous
3372,4.244,2.549,0.369,Pine,Coniferous
3373,11.1,5.952,0.725,Ash,Deciduous
3374,6.135,2.409,0.357,Spruce,Coniferous
3375,10.239,3.671,0.553,Maple,Deciduous
3376,8.82,3.633,0.603,Poplar,Deciduous
3377,7.431,2.32,0.705,Cherry,Deciduous
3378,7.459,4.14,0.628,Poplar,Deciduous
3379,5.372,2.862,0.648,Cherry,Deciduous
3380,10.817,5.687,0.75,Ash,Deciduous
3381,11.407,3.595,0.559,Maple,Deciduous
3382,11.012,4.296,0.651,Poplar,Deciduous
3383,9.229,4.447,0.667,Maple,Deciduous
3384,7.43,2.904,0.407,Pine,Coniferous
3385,5.138,3.082,0.651,Cherry,Deciduous
3386,10.54,4.629,0.609,Poplar,Deciduous
3387,6.955,2.748,0.393,Spruce,Coniferous
3388,10.801,4.716,0.64,Willow,Deciduous
3389,4.431,2.233,0.392,Cedar,Coniferous
3390,6.319,2.425,0.346,Spruce,Coniferous
3391,7.567,4.275,0.642,Poplar,Deciduous
3392,8.028,3.442,0.496,Maple,Deciduous
3393,7.384,1.863,0.634,Cherry,Deciduous
3394,7.08,1.861,0.445,Pine,Coniferous
3395,5.87,2.752,0.324,Spruce,Coniferous
3396,7.146,2.237,0.389,Cedar,Coniferous
3397,8.657,3.986,0.589,Maple,Deciduous
3398,6.355,2.958,0.709,Cherry,Deciduous
3399,8.503,4.428,0.6,Poplar,Deciduous
3400,11.327,5.083,0.652,Maple,Deciduous
3401,10.74,4.544,0.727,Ash,Deciduous
3402,7.801,3.954,0.617,Maple,Deciduous
3403,9.389,3.742,0.593,Maple,Deciduous
3404,12.942,3.74,0.58,Willow,Deciduous
3405,6.283,2.213,0.391,Cedar,Coniferous
3406,4.972,2.511,0.396,Cedar,Coniferous
3407,7.834,2.761,0.719,Cherry,Deciduous
3408,13.322,5.455,0.88,Oak,Deciduous
3409,9.06,6.601,0.796,Oak,Deciduous
3410,4.812,2.817,0.357,Spruce,Coniferous
3411,7.005,3.906,0.555,Maple,Deciduous
3412,7.932,3.301,0.425,Spruce,Coniferous
3413,10.918,3.672,0.543,Maple,Deciduous
3414,5.606,3.356,0.615,Cherry,Deciduous
3415,7.113,3.639,0.643,Cherry,Deciduous
3416,4.639,2.814,0.378,Cedar,Coniferous
3417,7.353,2.439,0.64,Cherry,Deciduous
3418,9.003,2.889,0.616,Willow,Deciduous
3419,6.133,2.251,0.303,Pine,Coniferous
3420,7.979,3.883,0.531,Maple,Deciduous
3421,10.567,5.114,0.671,Ash,Deciduous
3422,10.497,3.18,0.69,Willow,Deciduous
3423,6.406,2.977,0.396,Pine,Coniferous
3424,13.274,4.744,0.771,Oak,Deciduous
3425,6.489,2.178,0.397,Pine,Coniferous
3426,6.19,2.375,0.378,Cedar,Coniferous
3427,6.171,2.444,0.361,Pine,Coniferous
3428,5.408,1.82,0.415,Cedar,Coniferous
3429,8.756,3.714,0.604,Maple,Deciduous
3430,6.958,2.343,0.448,Pine,Coniferous
3431,6.26,2.449,0.409,Pine,Coniferous
3432,5.649,3.103,0.663,Cherry,Deciduous
3433,12.736,2.78,0.725,Willow,Deciduous
3434,8.662,4.579,0.544,Maple,Deciduous
3435,7.635,3.02,0.789,Cherry,Deciduous
3436,6.143,2.276,0.348,Spruce,Coniferous
3437,7.617,2.762,0.361,Pine,Coniferous
3438,4.882,2.335,0.416,Pine,Coniferous
3439,9.406,4.335,0.623,Maple,Deciduous
3440,6.612,2.377,0.347,Cedar,Coniferous
3441,5.226,2.759,0.334,Spruce,Coniferous
3442,12.321,5.144,0.695,Oak,Deciduous
3443,8.08,3.389,0.68,Cherry,Deciduous
3444,6.317,3.352,0.752,Cherry,Deciduous
3445,4.835,2.314,0.596,Cherry,Deciduous
3446,10.849,6.377,0.759,Oak,Deciduous
3447,7.243,1.846,0.365,Cedar,Coniferous
3448,9.785,3.587,0.71,Ash,Deciduous
3449,7.434,3.347,0.608,Cherry,Deciduous
3450,7.483,3.218,0.408,Birch,Deciduous
3451,11.577,4.57,0.661,Ash,Deciduous
3452,7.039,3.096,0.585,Birch,Deciduous
3453,4.871,2.29,0.42,Pine,Coniferous
3454,4.236,2.402,0.327,Cedar,Coniferous
3455,11.673,6.217,0.811,Oak,Deciduous
3456,8.014,3.035,0.63,Birch,Deciduous
3457,6.594,1.949,0.351,Cedar,Coniferous
3458,7.125,4.118,0.614,Maple,Deciduous
3459,8.822,3.589,0.709,Willow,Deciduous
3460,5.312,2.934,0.422,Cedar,Coniferous
3461,5.756,1.873,0.409,Cedar,Coniferous
3462,11.294,5.572,0.647,Ash,Deciduous
3463,5.09,2.131,0.385,Cedar,Coniferous
3464,5.036,1.869,0.335,Spruce,Coniferous
3465,11.951,5.44,0.712,Oak,Deciduous
3466,5.509,2.507,0.436,Spruce,Coniferous
3467,6.643,1.801,0.526,Pine,Coniferous
3468,6.465,2.223,0.66,Cherry,Deciduous
3469,9.636,3.94,0.654,Poplar,Deciduous
3470,9.616,3.754,0.531,Maple,Deciduous
3471,11.33,4.181,0.689,Ash,Deciduous
3472,7.816,2.859,0.668,Cherry,Deciduous
3473,8.585,5.283,0.638,Poplar,Deciduous
3474,6.861,3.256,0.31,Spruce,Coniferous
3475,8.911,3.516,0.639,Poplar,Deciduous
3476,12.747,6.951,0.733,Oak,Deciduous
3477,5.702,2.678,0.395,Pine,Coniferous
3478,8.137,3.069,0.463,Birch,Deciduous
3479,12.809,3.406,0.599,Willow,Deciduous
3480,6.026,2.446,0.29,Spruce,Coniferous
3481,10.319,5.28,0.754,Ash,Deciduous
3482,5.577,2.403,0.282,Spruce,Coniferous
3483,7.886,3.454,0.601,Birch,Deciduous
3484,6.064,2.312,0.313,Spruce,Coniferous
3485,6.478,1.327,0.373,Spruce,Coniferous
3486,4.417,2.199,0.43,Cedar,Coniferous
3487,5.575,2.645,0.381,Cedar,Coniferous
3488,12.549,3.875,0.756,Willow,Deciduous
3489,5.567,1.837,0.383,Cedar,Coniferous
3490,10.206,4.411,0.598,Willow,Deciduous
3491,7.581,1.606,0.618,Cherry,Deciduous
3492,7.22,2.102,0.326,Pine,Coniferous
3493,6.318,2.648,0.593,Cherry,Deciduous
3494,9.329,3.688,0.602,Poplar,Deciduous
3495,8.912,5.552,0.806,Ash,Deciduous
3496,6.154,2.097,0.378,Cedar,Coniferous
3497,6.626,2.127,0.49,Birch,Deciduous
3498,6.603,4.465,0.587,Poplar,Deciduous
3499,6.602,3.627,0.54,Birch,Deciduous
3500,4.771,2.705,0.319,Pine,Coniferous
3501,9.768,4.205,0.717,Ash,Deciduous
3502,5.334,2.085,0.38,Cedar,Coniferous
3503,4.564,1.63,0.349,Cedar,Coniferous
3504,12.5,4.295,0.647,Poplar,Deciduous
3505,7.004,1.922,0.297,Cedar,Coniferous
3506,11.225,4.385,0.738,Ash,Deciduous
3507,10.689,3.903,0.662,Willow,Deciduous
3508,7.186,2.111,0.375,Pine,Coniferous
3509,6.293,3.485,0.629,Cherry,Deciduous
3510,7.913,4.144,0.574,Maple,Deciduous
3511,7.416,2.965,0.582,Maple,Deciduous
3512,12.84,3.061,0.604,Willow,Deciduous
3513,4.668,2.574,0.476,Birch,Deciduous
3514,11.485,3.016,0.731,Willow,Deciduous
3515,10.985,5.479,0.717,Oak,Deciduous
3516,11.136,6.282,0.721,Oak,Deciduous
3517,8.868,4.124,0.616,Maple,Deciduous
3518,10.46,4.251,0.643,Ash,Deciduous
3519,7.647,2.564,0.472,Pine,Coniferous
3520,6.599,2.558,0.361,Pine,Coniferous
3521,5.995,1.957,0.478,Cedar,Coniferous
3522,12.918,6.038,0.726,Oak,Deciduous
3523,8.285,4.283,0.661,Maple,Deciduous
3524,12.184,4.703,0.706,Willow,Deciduous
3525,9.774,4.41,0.699,Maple,Deciduous
3526,5.686,2.369,0.764,Cherry,Deciduous
3527,9.001,4.215,0.681,Ash,Deciduous
3528,5.8,2.597,0.398,Pine,Coniferous
3529,10.434,3.538,0.702,Willow,Deciduous
3530,8.381,2.788,0.582,Birch,Deciduous
3531,13.397,5.692,0.771,Oak,Deciduous
3532,7.7,2.776,0.567,Birch,Deciduous
3533,6.249,2.542,0.669,Cherry,Deciduous
3534,13.071,7.203,0.708,Oak,Deciduous
3535,7.466,1.994,0.439,Pine,Coniferous
3536,5.763,2.684,0.387,Spruce,Coniferous
3537,6.013,3.046,0.65,Cherry,Deciduous
3538,11.971,4.475,0.71,Poplar,Deciduous
3539,10.368,3.996,0.613,Ash,Deciduous
3540,5.477,1.744,0.463,Spruce,Coniferous
3541,10.731,4.66,0.664,Poplar,Deciduous
3542,7.968,4.89,0.669,Ash,Deciduous
3543,8.952,2.503,0.512,Birch,Deciduous
3544,5.224,1.91,0.413,Pine,Coniferous
3545,5.93,2.376,0.392,Pine,Coniferous
3546,6.674,2.966,0.634,Birch,Deciduous
3547,8.675,4.159,0.588,Maple,Deciduous
3548,10.573,5.548,0.719,Ash,Deciduous
3549,10.86,3.229,0.615,Willow,Deciduous
3550,7.093,1.299,0.423,Cedar,Coniferous
3551,8.63,3.204,0.57,Maple,Deciduous
3552,5.966,3.565,0.722,Cherry,Deciduous
3553,10.968,4.716,0.59,Maple,Deciduous
3554,13.241,5.981,0.785,Oak,Deciduous
3555,10.638,6.741,0.702,Oak,Deciduous
3556,4.187,2.307,0.274,Cedar,Coniferous
3557,10.749,3.906,0.726,Willow,Deciduous
3558,6.078,2.183,0.423,Cedar,Coniferous
3559,9.023,4.534,0.592,Maple,Deciduous
3560,5.346,2.556,0.426,Spruce,Coniferous
3561,4.976,1.88,0.425,Spruce,Coniferous
3562,7.689,2.704,0.663,Cherry,Deciduous
3563,8.68,4.093,0.525,Birch,Deciduous
3564,8.077,3.145,0.557,Birch,Deciduous
3565,7.576,3.581,0.52,Birch,Deciduous
3566,5.116,2.518,0.356,Pine,Coniferous
3567,10.465,4.06,0.641,Poplar,Deciduous
3568,8.795,3.282,0.544,Birch,Deciduous
3569,5.078,1.672,0.346,Spruce,Coniferous
3570,7.934,3.934,0.614,Cherry,Deciduous
3571,7.174,4.635,0.593,Poplar,Deciduous
3572,11.032,5.875,0.782,Oak,Deciduous
3573,7.419,2.301,0.549,Birch,Deciduous
3574,6.846,3.188,0.46,Birch,Deciduous
3575,4.697,2.0,0.386,Cedar,Coniferous
3576,5.748,3.345,0.336,Spruce,Coniferous
3577,6.695,2.157,0.348,Spruce,Coniferous
3578,11.516,4.221,0.705,Ash,Deciduous
3579,9.564,6.173,0.693,Ash,Deciduous
3580,6.836,4.533,0.692,Maple,Deciduous
3581,8.724,4.042,0.568,Poplar,Deciduous
3582,11.139,2.376,0.658,Willow,Deciduous
3583,10.472,4.115,0.574,Willow,Deciduous
3584,5.345,2.44,0.445,Pine,Coniferous
3585,6.665,3.182,0.619,Cherry,Deciduous
3586,8.743,3.536,0.649,Poplar,Deciduous
3587,10.565,4.741,0.598,Maple,Deciduous
3588,6.497,2.116,0.716,Cherry,Deciduous
3589,6.862,2.989,0.589,Birch,Deciduous
3590,7.996,3.358,0.652,Birch,Deciduous
3591,9.813,4.532,0.56,Maple,Deciduous
3592,5.35,2.375,0.302,Spruce,Coniferous
3593,9.459,3.679,0.58,Poplar,Deciduous
3594,5.238,1.919,0.349,Cedar,Coniferous
3595,7.986,2.621,0.552,Birch,Deciduous
3596,7.636,3.051,0.408,Pine,Coniferous
3597,10.274,6.039,0.76,Oak,Deciduous
3598,7.112,3.004,0.703,Cherry,Deciduous
3599,6.375,2.686,0.356,Pine,Coniferous
3600,13.501,2.58,0.627,Willow,Deciduous
3601,8.32,2.813,0.582,Birch,Deciduous
3602,8.629,4.587,0.629,Maple,Deciduous
3603,8.098,4.7,0.767,Ash,Deciduous
3604,6.426,5.246,0.674,Ash,Deciduous
3605,4.522,2.805,0.778,Cherry,Deciduous
3606,5.539,2.064,0.418,Cedar,Coniferous
3607,12.35,5.481,0.692,Ash,Deciduous
3608,8.222,4.776,0.685,Poplar,Deciduous
3609,5.833,1.9,0.346,Cedar,Coniferous
3610,13.618,3.801,0.642,Willow,Deciduous
3611,8.588,3.53,0.676,Maple,Deciduous
3612,10.756,3.116,0.682,Willow,Deciduous
3613,7.772,2.759,0.767,Cherry,Deciduous
3614,12.498,5.866,0.72,Oak,Deciduous
3615,7.405,2.253,0.381,Spruce,Coniferous
3616,9.645,4.918,0.697,Poplar,Deciduous
3617,13.292,3.002,0.533,Willow,Deciduous
3618,7.585,4.353,0.617,Maple,Deciduous
3619,10.59,5.947,0.778,Oak,Deciduous
3620,12.821,6.344,0.695,Oak,Deciduous
3621,8.834,4.039,0.638,Poplar,Deciduous
3622,13.181,4.797,0.693,Oak,Deciduous
3623,10.208,4.281,0.705,Ash,Deciduous
3624,5.045,2.588,0.482,Cedar,Coniferous
3625,9.627,5.491,0.754,Ash,Deciduous
3626,4.532,3.259,0.409,Pine,Coniferous
3627,6.956,2.975,0.664,Cherry,Deciduous
3628,4.746,2.412,0.415,Cedar,Coniferous
3629,5.08,1.886,0.362,Spruce,Coniferous
3630,8.711,5.108,0.719,Ash,Deciduous
3631,10.496,5.201,0.741,Oak,Deciduous
3632,5.905,2.438,0.675,Cherry,Deciduous
3633,11.17,3.523,0.741,Poplar,Deciduous
3634,9.601,3.266,0.702,Willow,Deciduous
3635,12.993,5.923,0.689,Oak,Deciduous
3636,5.786,2.948,0.338,Cedar,Coniferous
3637,6.575,3.181,0.416,Pine,Coniferous
3638,7.031,2.461,0.52,Birch,Deciduous
3639,5.51,3.037,0.685,Cherry,Deciduous
3640,12.882,7.45,0.792,Oak,Deciduous
